,location,total_sqft,bath,price,bhk,encoded_loc
4833,others,1150.0,2,48.0,2,230
4834,Anekal,1200.0,2,36.0,4,17
4835,Gollarapalya Hosahalli,861.0,2,36.5,2,81
4836,Kundalahalli,1047.0,2,82.62,2,150
4837,others,1200.0,2,75.0,2,230
4838,others,1065.0,2,45.0,2,230
4839,Ramamurthy Nagar,1000.0,2,62.0,2,188
4840,Lingadheeranahalli,1682.0,3,113.0,3,154
4841,Harlur,1756.0,3,131.0,3,91
4842,Vittasandra,1238.0,2,67.32,2,223
4843,Dasanapura,814.0,2,42.0,2,63
4844,Dodda Nekkundi,1145.0,2,46.5,2,67
4845,Varthur,965.0,2,34.0,2,217
4846,others,750.0,2,36.0,2,230
4847,Banashankari,1300.0,2,55.0,3,26
4848,1st Phase JP Nagar,1590.0,3,131.0,3,1
4849,Begur Road,644.0,1,40.0,1,39
4850,Whitefield,982.0,2,37.0,2,224
4851,Indira Nagar,1260.0,2,100.0,2,108
4852,Rayasandra,1555.0,3,75.17,3,189
4853,Kaggadasapura,1225.0,2,48.0,2,118
4854,Electronics City Phase 1,1085.0,2,46.0,2,76
4855,Thanisandra,1595.0,3,110.0,3,209
4856,Raja Rajeshwari Nagar,1196.0,2,40.44,2,184
4857,Yelahanka,1859.0,3,108.0,3,226
4858,9th Phase JP Nagar,1079.0,2,60.0,2,8
4859,Whitefield,1118.0,2,42.0,2,224
4860,CV Raman Nagar,1198.0,2,60.0,2,53
4861,Thigalarapalya,1830.0,4,135.0,3,210
4862,Banashankari Stage VI,1160.0,2,59.0,2,30
4863,others,2070.0,3,135.0,3,230
4864,Kannamangala,957.0,2,52.5,2,128
4865,Bannerghatta Road,1268.0,2,69.0,2,34
4866,Bannerghatta Road,1450.0,2,87.0,3,34
4867,others,1600.0,2,75.0,3,230
4868,Uttarahalli,1330.0,2,57.0,3,216
4869,Jakkur,1355.0,2,65.0,3,110
4870,others,1100.0,2,38.49,2,230
4871,Chikkalasandra,1075.0,2,46.76,2,59
4872,others,800.0,2,55.0,2,230
4873,others,900.0,1,44.0,2,230
4874,Haralur Road,1140.0,2,42.0,2,90
4875,Padmanabhanagar,1710.0,2,90.63,3,178
4876,Talaghattapura,2106.0,3,148.0,3,208
4877,others,3800.0,2,130.0,3,230
4878,Marathahalli,1602.0,2,104.0,2,161
4879,Sarjapur  Road,1660.0,2,116.0,3,194
4880,Electronic City Phase II,1549.0,3,80.0,3,75
4881,Marathahalli,700.0,1,38.0,1,161
4882,Balagere,1012.0,2,64.0,2,25
4883,Whitefield,1216.0,2,69.0,2,224
4884,Electronic City Phase II,1065.0,2,56.13,2,75
4885,Thanisandra,1411.0,3,93.15,3,209
4886,Pai Layout,1400.0,2,57.5,2,179
4887,Haralur Road,1245.0,2,62.0,2,90
4888,Vidyaranyapura,1000.0,2,35.0,2,219
4889,Panathur,2362.5,3,71.89,3,180
4890,Subramanyapura,1800.0,3,90.0,3,205
4891,Kothannur,1275.0,3,44.0,3,145
4892,Kasavanhalli,1494.0,3,82.0,3,130
4893,Bhoganhalli,1949.0,3,129.0,3,43
4894,BTM Layout,1020.0,2,46.5,2,23
4895,Mysore Road,883.0,2,45.0,2,166
4896,others,2010.0,3,125.0,3,230
4897,Yeshwanthpur,1240.0,2,80.0,2,229
4898,6th Phase JP Nagar,1213.0,2,63.0,2,5
4899,Hegde Nagar,1835.0,3,88.0,3,94
4900,Bannerghatta Road,2932.0,5,195.0,4,34
4901,Whitefield,3425.0,5,250.0,4,224
4902,Gottigere,945.0,2,45.0,2,82
4903,others,1504.0,2,100.0,3,230
4904,Harlur,1755.0,3,130.0,3,91
4905,Vijayanagar,1760.0,3,140.0,3,220
4906,Hoodi,1240.0,2,43.94,2,97
4907,Electronics City Phase 1,1450.0,3,72.54,3,76
4908,5th Phase JP Nagar,1000.0,2,48.0,2,4
4909,Shivaji Nagar,3820.0,1,306.0,1,200
4910,Thyagaraja Nagar,2000.0,4,145.0,5,212
4911,Choodasandra,1215.0,2,59.0,2,60
4912,Yelachenahalli,1330.0,3,73.5,3,225
4913,Raja Rajeshwari Nagar,1178.0,2,75.0,2,184
4914,others,2040.0,2,59.0,2,230
4915,Bellandur,2000.0,3,85.0,3,40
4916,Dasarahalli,2400.0,2,152.0,3,64
4917,Sarjapur  Road,1700.0,3,108.0,3,194
4918,Jigani,1200.0,3,65.0,3,113
4919,others,1500.0,3,72.0,3,230
4920,Kanakpura Road,1737.0,3,85.0,3,127
4921,others,1280.0,2,48.0,3,230
4922,CV Raman Nagar,1560.0,2,85.0,2,53
4923,Kambipura,883.0,2,44.0,2,123
4924,Kengeri Satellite Town,750.0,2,33.0,2,136
4925,Brookefield,2400.0,3,140.0,4,51
4926,others,900.0,2,45.0,2,230
4927,Hormavu,1030.0,2,49.35,2,100
4928,7th Phase JP Nagar,1850.0,3,155.0,3,6
4929,Hennur Road,1831.0,3,110.0,3,96
4930,others,1095.0,2,38.33,2,230
4931,7th Phase JP Nagar,1000.0,2,61.0,2,6
4932,Budigere,1820.0,3,85.4,3,52
4933,Bisuvanahalli,1075.0,2,41.0,3,46
4934,TC Palaya,1500.0,3,83.0,3,207
4935,Electronics City Phase 1,360.0,1,16.9,1,76
4936,Kadugodi,1345.0,1,40.7,1,117
4937,Electronic City,1140.0,2,70.93,2,74
4938,others,1145.0,2,58.4,2,230
4939,others,1862.0,3,120.0,3,230
4940,Devarachikkanahalli,947.0,2,43.0,2,66
4941,Kalena Agrahara,1120.0,2,40.0,2,121
4942,others,2700.0,3,200.0,3,230
4943,Kaggadasapura,1805.0,2,75.0,3,118
4944,others,1677.0,3,98.0,3,230
4945,others,2500.0,8,95.0,8,230
4946,Uttarahalli,1560.0,3,74.0,3,216
4947,Arekere,2060.0,3,150.0,3,20
4948,Koramangala,1716.0,2,115.0,3,144
4949,Harlur,1864.0,3,140.0,3,91
4950,Electronics City Phase 1,638.0,1,32.0,1,76
4951,Chandapura,937.0,2,30.0,2,55
4952,others,1490.0,2,115.0,3,230
4953,Whitefield,1100.0,2,37.0,2,224
4954,Thigalarapalya,1000.0,2,48.53,2,210
4955,Horamavu Agara,1060.0,2,37.0,2,98
4956,Basaveshwara Nagar,1200.0,2,80.0,2,36
4957,Akshaya Nagar,1420.0,2,75.0,3,11
4958,Sarjapur  Road,1539.0,3,85.0,3,194
4959,others,1550.0,3,59.0,3,230
4960,Kasavanhalli,1555.0,3,82.0,3,130
4961,Seegehalli,1553.0,3,68.0,3,198
4962,Electronic City Phase II,920.0,2,26.0,2,75
4963,others,1740.0,3,120.0,3,230
4964,OMBR Layout,1855.0,3,145.0,3,175
4965,others,1020.0,2,60.0,2,230
4966,Uttarahalli,1250.0,2,50.0,3,216
4967,Sanjay nagar,1450.0,3,75.0,3,191
4968,Thubarahalli,1200.0,2,80.0,2,211
4969,Haralur Road,1140.0,2,58.0,2,90
4970,others,550.0,1,16.0,1,230
4971,Bannerghatta Road,1450.0,3,44.0,3,34
4972,Kanakpura Road,700.0,2,35.07,2,127
4973,Whitefield,1200.0,3,56.0,3,224
4974,Yelahanka,1050.0,2,45.0,2,226
4975,Somasundara Palya,1600.0,3,69.0,3,202
4976,Bannerghatta Road,1625.0,2,75.0,3,34
4977,others,1492.0,2,65.0,2,230
4978,Whitefield,4271.0,5,157.5,4,224
4979,Sarjapur  Road,1489.0,2,82.0,3,194
4980,Kanakapura,1560.0,2,62.38,3,126
4981,others,1431.0,3,65.0,3,230
4982,Lingadheeranahalli,1682.0,3,114.0,3,154
4983,Panathur,1198.0,2,86.26,2,180
4984,Sarjapur  Road,1550.0,2,69.75,3,194
4985,Kodichikkanahalli,1026.0,2,45.0,2,138
4986,Hennur,1260.0,2,52.0,3,95
4987,others,690.0,2,42.0,2,230
4988,Sarjapur  Road,539.0,1,45.0,1,194
4989,Sarakki Nagar,1200.0,4,85.0,4,192
4990,Attibele,2400.0,3,120.0,3,21
4991,Thubarahalli,1200.0,2,79.55,2,211
4992,Sarjapur  Road,1186.0,2,40.0,3,194
4993,Thanisandra,1039.0,2,39.5,2,209
4994,Gottigere,1500.0,4,100.0,5,82
4995,Malleshwaram,2520.0,3,150.0,3,160
4996,Brookefield,1225.0,2,66.5,2,51
4997,Bommanahalli,1350.0,2,72.0,2,47
4998,Whitefield,1550.0,2,49.6,3,224
4999,Hoodi,1490.0,3,79.0,3,97
5000,others,1520.0,3,111.0,3,230
5001,others,1391.0,2,64.5,3,230
5002,Rachenahalli,1200.0,2,50.0,2,183
5003,others,1200.0,4,86.0,4,230
5004,Yelahanka,1322.0,2,80.0,2,226
5005,Whitefield,2173.0,3,128.0,3,224
5006,Sarjapur  Road,1200.0,2,75.0,2,194
5007,Thubarahalli,1200.0,2,47.0,2,211
5008,Mysore Road,1170.0,2,65.0,2,166
5009,NRI Layout,1125.0,2,45.56,2,168
5010,others,1250.0,2,90.0,2,230
5011,Yelahanka,1075.0,2,36.0,3,226
5012,Whitefield,1435.0,3,45.0,3,224
5013,Electronics City Phase 1,1175.0,2,64.98,2,76
5014,others,900.0,2,33.0,2,230
5015,Electronics City Phase 1,585.0,1,21.0,1,76
5016,Jigani,3170.0,5,230.0,4,113
5017,Thanisandra,1220.0,2,42.0,2,209
5018,Bannerghatta Road,960.0,2,58.0,2,34
5019,NGR Layout,907.0,1,38.0,1,167
5020,Old Madras Road,1210.0,2,74.0,2,177
5021,others,1230.0,2,70.0,2,230
5022,5th Phase JP Nagar,1350.0,2,75.0,3,4
5023,Kenchenahalli,1150.0,2,58.0,2,134
5024,Sarjapur,1404.0,2,53.35,3,193
5025,OMBR Layout,1050.0,2,48.0,2,175
5026,Yelahanka,1285.0,2,56.0,2,226
5027,Hormavu,1018.0,2,50.8,2,100
5028,Hoskote,1200.0,3,57.0,3,103
5029,others,1600.0,3,95.0,3,230
5030,9th Phase JP Nagar,1480.0,2,80.0,2,8
5031,Kodichikkanahalli,2500.0,7,125.0,5,138
5032,Kaval Byrasandra,480.0,1,25.0,1,133
5033,Akshaya Nagar,1435.0,3,53.0,3,11
5034,others,600.0,2,23.0,1,230
5035,CV Raman Nagar,1590.0,2,85.0,3,53
5036,Nagavara,936.0,2,40.2,2,171
5037,Banashankari,1181.0,2,75.0,2,26
5038,Kengeri,1741.0,3,80.0,3,135
5039,JP Nagar,1750.0,3,123.0,3,109
5040,Varthur Road,1050.0,2,42.7,2,218
5041,Tumkur Road,1027.0,2,60.0,2,214
5042,Sector 2 HSR Layout,1600.0,3,70.0,3,196
5043,Sahakara Nagar,1000.0,2,60.0,2,190
5044,Varthur,1120.0,2,44.24,2,217
5045,others,1200.0,2,85.0,2,230
5046,others,1200.0,2,35.0,2,230
5047,Kasturi Nagar,1570.0,3,110.0,3,131
5048,Electronic City Phase II,1140.0,2,33.84,2,75
5049,Banashankari,1105.0,2,90.0,2,26
5050,Electronic City,1200.0,2,34.65,2,74
5051,Whitefield,905.0,1,62.0,1,224
5052,Kudlu Gate,1185.0,2,50.0,2,148
5053,Rayasandra,1458.0,3,60.0,3,189
5054,Hormavu,1555.0,3,75.0,3,100
5055,others,1200.0,2,45.0,2,230
5056,Sarjapur  Road,1308.0,2,58.86,2,194
5057,Kudlu,1024.0,2,44.0,2,147
5058,Kanakapura,1450.0,3,75.0,3,126
5059,Seegehalli,1639.0,3,120.0,3,198
5060,Hennur Road,1232.0,2,87.0,2,96
5061,others,2000.0,4,130.0,3,230
5062,Jakkur,1230.0,2,79.0,2,110
5063,KR Puram,1076.0,2,67.0,2,115
5064,Kumaraswami Layout,2400.0,7,125.0,7,149
5065,others,995.0,2,34.82,3,230
5066,Kodigehaali,2120.0,3,177.0,3,139
5067,Electronic City,1096.0,2,40.55,2,74
5068,Horamavu Agara,1107.83,2,41.51,2,98
5069,8th Phase JP Nagar,2135.5,3,72.02,3,7
5070,Whitefield,1320.0,2,99.26,2,224
5071,Whitefield,2901.0,4,190.0,3,224
5072,GM Palaya,1315.0,2,65.0,3,78
5073,others,1000.0,2,44.0,2,230
5074,Hosakerehalli,1596.0,3,79.8,3,102
5075,Bannerghatta Road,1750.0,3,130.0,3,34
5076,Old Madras Road,1350.0,3,47.25,3,177
5077,Old Madras Road,6087.5,2,341.0,4,177
5078,others,1175.0,2,79.0,2,230
5079,Talaghattapura,921.0,2,29.47,2,208
5080,Sultan Palaya,1713.0,3,125.0,3,206
5081,others,1200.0,2,43.0,2,230
5082,8th Phase JP Nagar,1900.0,4,90.0,3,7
5083,Kudlu Gate,1664.0,3,68.0,3,148
5084,Binny Pete,1795.0,3,139.0,3,45
5085,Kereguddadahalli,600.0,1,19.5,1,137
5086,Hoodi,1240.0,2,65.0,2,97
5087,Hegde Nagar,1965.0,4,132.0,3,94
5088,Electronics City Phase 1,1200.0,2,59.76,2,76
5089,others,1112.0,2,68.0,2,230
5090,Mahadevpura,1136.0,2,64.5,2,156
5091,Jigani,914.0,2,55.0,2,113
5092,Rachenahalli,1050.0,2,47.25,2,183
5093,Marathahalli,1385.0,2,68.5,3,161
5094,others,990.0,2,35.0,2,230
5095,Yelahanka,845.0,2,43.0,2,226
5096,Whitefield,1485.0,2,96.51,2,224
5097,Kanakapura,1460.0,2,43.79,3,126
5098,Thanisandra,1450.0,2,57.0,2,209
5099,HSR Layout,1360.0,2,53.0,3,89
5100,Singasandra,1375.0,2,58.0,2,201
5101,Uttarahalli,1125.0,2,48.0,2,216
5102,Banashankari,720.0,1,60.0,1,26
5103,7th Phase JP Nagar,1460.0,2,100.0,3,6
5104,others,1107.0,2,40.0,2,230
5105,others,1158.0,2,75.0,2,230
5106,Yelachenahalli,800.0,1,30.0,2,225
5107,Bhoganhalli,1760.0,3,128.0,3,43
5108,others,3200.0,4,200.0,4,230
5109,TC Palaya,1350.0,3,60.0,3,207
5110,others,1125.0,2,32.49,2,230
5111,BTM Layout,1600.0,3,112.0,3,23
5112,others,1200.0,2,90.0,2,230
5113,Whitefield,1755.0,3,101.0,3,224
5114,Hulimavu,1200.0,2,50.0,2,105
5115,others,1200.0,2,67.0,2,230
5116,others,1266.67,2,69.0,2,230
5117,others,1300.0,3,64.0,3,230
5118,Mysore Road,1500.5,2,50.855,2,166
5119,Raja Rajeshwari Nagar,1128.0,2,40.0,2,184
5120,others,2000.0,2,160.0,2,230
5121,Panathur,1210.0,2,80.0,2,180
5122,Arekere,2710.0,6,142.0,4,20
5123,Raja Rajeshwari Nagar,1151.0,2,39.0,2,184
5124,Sarjapur  Road,920.0,2,40.0,2,194
5125,Munnekollal,1750.0,3,86.5,3,164
5126,Dasanapura,1163.0,2,65.0,2,63
5127,others,1800.0,3,95.0,3,230
5128,CV Raman Nagar,1100.0,2,58.0,2,53
5129,R.T. Nagar,1200.0,2,60.0,2,182
5130,others,1410.0,3,65.0,3,230
5131,Begur Road,1933.0,3,98.0,3,39
5132,Begur Road,1200.0,2,45.6,2,39
5133,Whitefield,1608.0,2,63.0,3,224
5134,Horamavu Banaswadi,1156.0,2,46.9,2,99
5135,others,1230.0,2,75.0,2,230
5136,Kasavanhalli,770.0,1,43.82,1,130
5137,Ardendale,1777.26,3,105.0,3,19
5138,Kanakpura Road,1339.0,2,85.0,2,127
5139,Sarjapur  Road,3044.0,3,183.0,3,194
5140,others,1080.0,2,44.8,2,230
5141,others,3150.0,5,145.0,8,230
5142,others,2400.0,2,135.0,2,230
5143,Hulimavu,1450.0,3,72.0,3,105
5144,Kothanur,1075.0,2,53.0,2,146
5145,Sarjapur  Road,1163.0,2,62.0,3,194
5146,Hebbal,1299.0,2,100.0,2,92
5147,HRBR Layout,1170.0,2,75.0,2,88
5148,JP Nagar,3070.0,2,152.0,3,109
5149,Yelahanka,2600.0,4,175.0,4,226
5150,KR Puram,1140.0,2,43.32,2,115
5151,Kanakpura Road,1900.0,3,125.0,3,127
5152,Electronic City,1110.0,2,39.95,2,74
5153,HBR Layout,1089.0,2,60.0,2,87
5154,others,880.0,2,48.0,2,230
5155,Kereguddadahalli,1080.0,2,32.0,2,137
5156,Thanisandra,1093.0,2,68.1,2,209
5157,Banashankari Stage III,1480.0,3,75.48,3,28
5158,Hegde Nagar,1703.0,3,125.0,3,94
5159,Hebbal,1200.0,2,60.0,2,92
5160,Marathahalli,1690.0,3,116.0,3,161
5161,Yelahanka,1305.0,2,78.0,2,226
5162,Talaghattapura,1257.0,2,40.22,3,208
5163,others,1150.0,2,45.0,2,230
5164,others,1194.0,2,55.0,2,230
5165,others,2000.0,3,90.0,3,230
5166,Anekal,1500.0,4,99.0,3,17
5167,others,1025.0,2,42.5,2,230
5168,Horamavu Agara,980.0,2,38.19,2,98
5169,Hosakerehalli,1200.0,2,100.0,3,102
5170,Whitefield,2225.0,3,149.0,3,224
5171,others,1022.0,2,57.0,2,230
5172,others,1153.0,2,45.0,2,230
5173,Pai Layout,1175.0,2,60.0,2,179
5174,Vidyaranyapura,1560.0,3,68.0,3,219
5175,Billekahalli,1350.0,3,55.0,2,44
5176,others,1200.0,2,76.0,2,230
5177,others,1200.0,1,54.0,2,230
5178,Chandapura,800.0,2,25.0,2,55
5179,Electronic City,2093.0,4,104.0,4,74
5180,Bannerghatta Road,1275.0,2,73.0,2,34
5181,Begur Road,1215.0,2,43.13,2,39
5182,Begur Road,1444.0,2,71.5,3,39
5183,others,950.0,2,38.0,2,230
5184,Banashankari Stage II,1240.0,2,59.52,3,27
5185,Hennur,1231.0,2,50.0,2,95
5186,Yeshwanthpur,1713.0,3,110.0,3,229
5187,Sarjapur  Road,3004.0,4,158.0,3,194
5188,Sonnenahalli,1310.0,2,46.0,3,204
5189,Jalahalli,790.0,2,49.5,2,111
5190,others,1605.0,3,100.0,3,230
5191,Whitefield,1250.0,2,82.0,2,224
5192,Subramanyapura,1260.0,2,76.0,3,205
5193,Yelahanka,1180.0,2,56.0,2,226
5194,Uttarahalli,1255.0,2,50.19,3,216
5195,Electronic City,1025.0,2,53.9,2,74
5196,Sarjapur  Road,1877.0,4,150.0,3,194
5197,Hennur,2500.0,5,125.0,5,95
5198,others,1542.0,3,98.0,3,230
5199,others,1012.0,2,42.0,2,230
5200,Chandapura,1200.0,2,65.0,2,55
5201,Sarjapur  Road,1115.0,2,43.0,2,194
5202,Green Glen Layout,1680.0,4,95.0,3,83
5203,Old Madras Road,1171.0,2,72.0,2,177
5204,Tumkur Road,1027.0,2,68.62,2,214
5205,Shampura,1700.0,3,75.0,3,199
5206,Kanakapura,1090.0,2,38.15,2,126
5207,Hennur Road,1232.0,2,74.0,2,96
5208,Anekal,766.0,2,28.0,2,17
5209,Kanakpura Road,525.0,1,27.0,1,127
5210,Hosa Road,1590.0,3,109.0,3,101
5211,JP Nagar,1452.0,2,41.0,3,109
5212,Choodasandra,1254.0,2,65.0,3,60
5213,others,3600.0,5,110.0,5,230
5214,Kanakpura Road,1593.0,3,118.0,3,127
5215,others,1333.0,2,77.27,2,230
5216,Raja Rajeshwari Nagar,1375.0,2,54.99,3,184
5217,Ardendale,1650.0,3,82.0,3,19
5218,Thanisandra,1430.0,2,51.48,3,209
5219,Electronic City,940.0,2,54.0,2,74
5220,Electronic City,435.0,1,21.0,1,74
5221,Begur Road,1160.0,2,36.54,2,39
5222,Electronic City,1500.0,2,77.5,3,74
5223,Koramangala,1890.0,2,100.0,3,144
5224,others,1050.0,2,70.0,2,230
5225,Haralur Road,1027.0,2,43.0,2,90
5226,Seegehalli,3000.0,4,235.0,3,198
5227,Tumkur Road,1459.0,2,95.0,3,214
5228,Yelahanka,1711.0,3,85.61,3,226
5229,Hoodi,1250.0,2,98.0,2,97
5230,Anandapura,875.0,2,57.0,2,15
5231,Ramamurthy Nagar,1334.0,2,67.0,2,188
5232,others,1140.0,2,32.92,2,230
5233,Thigalarapalya,2072.0,4,160.0,3,210
5234,Kengeri Satellite Town,920.0,2,39.0,2,136
5235,Nagasandra,1310.0,3,95.0,4,170
5236,Electronic City,1631.0,3,80.0,3,74
5237,Kanakpura Road,525.0,1,27.5,1,127
5238,Jalahalli,1395.0,3,82.0,3,111
5239,others,2000.0,3,105.0,3,230
5240,Hennur Road,1232.0,2,66.0,2,96
5241,others,1075.0,2,55.0,2,230
5242,Gubbalala,1205.0,2,70.0,2,84
5243,Rayasandra,1179.0,2,55.0,3,189
5244,Kodigehaali,1013.0,2,51.0,2,139
5245,Uttarahalli,1160.0,2,40.6,2,216
5246,7th Phase JP Nagar,1200.0,2,62.5,2,6
5247,others,1200.0,3,99.0,3,230
5248,Marathahalli,1065.0,2,55.0,2,161
5249,Lakshminarayana Pura,1395.0,2,75.0,2,153
5250,others,1007.0,2,43.0,2,230
5251,Kengeri,1436.0,2,55.0,3,135
5252,others,4250.0,6,150.0,6,230
5253,Kengeri,1200.0,2,58.0,2,135
5254,Mysore Road,940.0,2,43.61,2,166
5255,KR Puram,4300.0,6,175.0,6,115
5256,Dodda Nekkundi,1829.0,3,125.0,3,67
5257,others,1000.0,2,60.0,2,230
5258,others,5720.0,3,350.0,3,230
5259,Hebbal,1390.0,2,95.0,2,92
5260,Lakshminarayana Pura,1500.0,3,104.0,3,153
5261,Vijayanagar,2047.0,3,136.0,3,220
5262,Jakkur,1202.0,2,79.0,2,110
5263,others,1012.0,2,59.0,2,230
5264,Gunjur,2132.0,3,80.0,3,85
5265,Whitefield,605.0,1,40.0,1,224
5266,Harlur,1331.0,2,88.0,2,91
5267,Margondanahalli,1200.0,2,69.0,2,162
5268,others,1280.0,2,49.0,3,230
5269,Balagere,1007.0,2,62.0,2,25
5270,Thanisandra,1370.0,2,61.0,3,209
5271,others,925.0,2,35.0,2,230
5272,TC Palaya,1500.0,2,75.0,2,207
5273,Hennur Road,1341.0,2,95.0,2,96
5274,others,1350.0,2,47.25,3,230
5275,Tumkur Road,992.0,2,60.0,2,214
5276,Uttarahalli,1163.0,2,68.0,2,216
5277,Sarjapur  Road,1229.0,2,70.0,2,194
5278,others,600.0,2,39.0,2,230
5279,Electronic City Phase II,1219.0,2,61.26,2,75
5280,Raja Rajeshwari Nagar,1525.0,2,99.13,3,184
5281,Kasavanhalli,1147.0,2,60.0,2,130
5282,Akshaya Nagar,1412.0,2,88.0,3,11
5283,Sarjapur  Road,1044.0,2,34.77,2,194
5284,Nagarbhavi,1190.0,2,63.0,2,169
5285,others,1240.0,2,65.0,3,230
5286,Jigani,1352.0,3,65.0,3,113
5287,others,1100.0,2,55.0,2,230
5288,Uttarahalli,1330.0,2,39.9,3,216
5289,others,1700.0,3,111.0,3,230
5290,Electronic City,1355.0,2,67.0,2,74
5291,Ramamurthy Nagar,1200.0,2,46.0,2,188
5292,Kengeri,400.0,2,25.0,1,135
5293,Sarjapur  Road,1342.0,2,70.0,2,194
5294,Begur Road,1615.0,3,50.87,3,39
5295,others,1340.0,2,65.0,2,230
5296,Devanahalli,1080.0,2,52.0,2,65
5297,Electronic City,1200.0,2,34.0,2,74
5298,Hennur Road,2700.0,3,150.0,3,96
5299,others,1780.0,3,110.0,3,230
5300,Amruthahalli,1605.0,3,65.0,3,14
5301,Kammanahalli,1200.0,2,80.0,2,124
5302,Margondanahalli,900.0,2,49.0,2,162
5303,Sarjapur,1830.0,3,88.0,3,193
5304,others,1800.0,4,68.0,5,230
5305,Uttarahalli,1065.0,2,42.59,2,216
5306,others,900.0,2,65.0,3,230
5307,others,946.0,2,45.0,2,230
5308,Laggere,1500.0,1,60.0,1,152
5309,Sarjapur  Road,1711.0,3,110.0,3,194
5310,Kudlu Gate,1656.0,3,80.0,3,148
5311,Uttarahalli,1075.0,2,46.76,2,216
5312,Harlur,1752.12,3,133.0,3,91
5313,Hebbal,6000.0,8,220.0,8,92
5314,others,1540.0,3,85.0,3,230
5315,LB Shastri Nagar,665.0,1,32.0,1,151
5316,Sector 2 HSR Layout,1665.0,3,110.0,3,196
5317,Electronics City Phase 1,1145.0,2,54.0,2,76
5318,Whitefield,1185.0,2,41.0,2,224
5319,Marathahalli,1693.0,3,125.0,3,161
5320,Uttarahalli,1155.0,2,40.6,2,216
5321,others,1610.0,2,64.4,3,230
5322,Whitefield,1200.0,3,56.58,3,224
5323,EPIP Zone,1709.0,3,80.0,3,73
5324,Gottigere,1400.0,2,50.0,3,82
5325,KR Puram,1200.0,2,42.0,2,115
5326,others,1439.0,3,57.23,3,230
5327,Kasavanhalli,1375.0,2,72.0,2,130
5328,Vijayanagar,1200.0,2,75.0,3,220
5329,Yelahanka,1315.0,2,75.0,2,226
5330,Yelahanka,3600.0,6,200.0,6,226
5331,Vijayanagar,1178.0,2,82.0,2,220
5332,Bannerghatta Road,1430.0,3,59.0,3,34
5333,Mahadevpura,1400.0,2,65.8,3,156
5334,Thanisandra,1093.0,2,72.0,2,209
5335,Horamavu Banaswadi,1200.0,2,45.0,2,99
5336,Magadi Road,5000.0,6,360.0,5,155
5337,Whitefield,2210.0,3,156.0,3,224
5338,Uttarahalli,1150.0,2,70.0,2,216
5339,others,1435.0,2,60.0,3,230
5340,Whitefield,1173.0,2,78.2,2,224
5341,Thanisandra,1140.0,2,39.0,2,209
5342,others,1717.0,3,120.0,3,230
5343,Mallasandra,1325.0,2,65.0,2,158
5344,Hoodi,1370.0,3,67.0,3,97
5345,others,1409.0,2,62.0,3,230
5346,Bellandur,1200.0,2,52.0,2,40
5347,Thanisandra,1200.0,2,53.5,2,209
5348,Whitefield,1740.0,4,130.0,3,224
5349,Hennur Road,1232.0,2,88.0,2,96
5350,Chandapura,1200.0,2,36.0,2,55
5351,others,1250.0,2,50.0,2,230
5352,Bommanahalli,2100.0,4,85.0,4,47
5353,5th Phase JP Nagar,552.0,1,23.5,1,4
5354,Uttarahalli,1065.0,2,42.59,3,216
5355,others,1225.0,2,65.0,2,230
5356,Padmanabhanagar,1067.0,2,52.0,2,178
5357,Sarjapur,1364.0,2,56.0,3,193
5358,others,1750.0,3,75.0,3,230
5359,Bannerghatta Road,1240.0,2,71.0,2,34
5360,Hulimavu,1200.0,2,75.0,2,105
5361,Kaggadasapura,1540.0,3,75.0,3,118
5362,others,1504.0,2,102.0,3,230
5363,others,1116.0,2,49.8,2,230
5364,Hennur Road,2365.0,4,175.0,3,96
5365,Sarjapura - Attibele Road,1308.0,2,37.0,2,195
5366,Vijayanagar,864.0,2,45.0,2,220
5367,Hoskote,1069.0,2,38.0,3,103
5368,Hebbal,1333.0,2,100.0,2,92
5369,others,1800.0,4,145.0,4,230
5370,Thanisandra,1698.0,3,107.0,3,209
5371,JP Nagar,1275.0,2,43.6,3,109
5372,Raja Rajeshwari Nagar,1060.0,2,48.0,2,184
5373,Hennur,1160.0,2,49.0,2,95
5374,Sarjapur  Road,1484.0,2,65.0,3,194
5375,Hennur Road,1310.0,2,66.0,2,96
5376,others,3000.0,4,240.0,4,230
5377,Varthur,2145.0,3,165.0,3,217
5378,Jigani,1230.0,3,60.0,3,113
5379,Bommasandra Industrial Area,1310.0,2,37.83,3,49
5380,others,1150.0,2,60.0,2,230
5381,Munnekollal,1385.0,2,66.5,3,164
5382,Tumkur Road,1066.0,2,52.5,2,214
5383,Thanisandra,2293.0,3,80.26,3,209
5384,others,1625.0,3,92.0,3,230
5385,Raja Rajeshwari Nagar,3900.0,6,195.0,6,184
5386,7th Phase JP Nagar,1000.0,2,70.65,2,6
5387,Nagavarapalya,907.0,2,38.0,2,172
5388,Ulsoor,3500.0,4,138.0,4,215
5389,Varthur,1395.0,2,79.0,3,217
5390,others,1180.0,2,50.0,2,230
5391,Banaswadi,1903.0,6,140.0,5,31
5392,Electronic City,1175.0,2,47.0,2,74
5393,others,1272.0,2,51.5,2,230
5394,others,1490.0,2,92.0,3,230
5395,Yeshwanthpur,1144.0,2,67.0,2,229
5396,others,2400.0,5,140.0,4,230
5397,Hormavu,1143.0,2,53.0,2,100
5398,Karuna Nagar,2500.0,3,190.0,3,129
5399,others,1044.0,2,60.0,2,230
